"Data Source","World Development Indicators",

"Last Updated Date","2016-05-02",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Aruba","ABW","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Andorra","AND","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Albania","ALB","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.2888834429933","36.1778716055524","50.8261396015697","52.2577922609753","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.90764457303038","","",
"Argentina","ARG","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Armenia","ARM","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"American Samoa","ASM","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2461556955698","11.933512313682","14.157053320313","17.8843972898948","20.1885929256453","","","","","31.1444058615736","29.6097638532043","27.4496940459799","25.3035620933702","24.6521887101609","22.6057340601189","22.5523117654396","21.6548331898462","20.2724642667418","18.2862637663516","24.0018929665567","29.2400244951553","30.5135780024755","40.4096305062822","38.3391837878014","","",
"Austria","AUT","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.4083037055265","80.1487203394301","85.3833056904617","83.4110019234184","","",
"Azerbaijan","AZE","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.57653797474662","6.29501240116287","6.38557579182856","","","","","",
"Burundi","BDI","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.7936648764972","103.991579904102","117.630979428415","117.012589933937","128.919219059812","144.097681489928","134.247082847141","151.277211394303","162.561440491875","","","","","","","","","","","","","","","","",
"Belgium","BEL","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.3136426531902","94.9144792790299","103.813920679618","101.545211554842","","",
"Benin","BEN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Burkina Faso","BFA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.4618431575804","31.863991518402","31.2044521104432","","","","","","","","","","","","",
"Bulgaria","BGR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.9633622101085","14.2769952458653","14.5221218302447","17.202115189951","","","",
"Bahrain","BHR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.72736418511066","16.3795586794953","21.2998208687864","19.347414718969","17.8800029674213","16.986451622554","15.8131027247135","16.9605823750437","21.1646810889854","23.6915052697933","25.7449912887257","27.1047507060702","28.2658063832791","32.4533319071862","29.3985431420081","","20.2537395478521","7.54545593404549","7.29263319916957","15.6294022913075","30.3067895852274","35.6051550148023","","","","",
"Bahamas, The","BHS","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.1317391697333","47.7828042478129","46.0035935981208","","",
"Belarus","BLR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.6354786371011","5.18613242398409","75.954859159679","16.8801162413326","11.5201168478601","12.1714657548549","20.1805397650197","15.1031189462403","15.0144518163306","11.440616774975","12.3366860124798","","","6.57022058767027","6.64440183178372","8.9092608163614","10.6566343685377","19.1851840087147","19.5937150566787","40.7548518783124","25.2243645811159","","","",
"Belize","BLZ","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.0634305774119","28.6434802063992","32.9601727460147","35.3265320470999","37.1674969975016","36.3108910496348","38.8322858157148","","","","","","","","","","","","","82.0043797211915","80.167899034971","76.8742229350044","74.4711450577822","","","",
"Bermuda","BMU","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brazil","BRA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Barbados","BRB","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.5149701090443","61.1201353317067","68.7085135063792","74.0648614581066","84.3027914819644","97.5441757732539","107.140162505737","120.541898527707","131.631526979678","","",
"Brunei Darussalam","BRN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bhutan","BTN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.1880192526389","47.4653512960086","45.4804885550539","39.3324210003702","32.9392012291965","27.08988148767","36.299846850237","30.7408747223376","29.969266259208","34.3907413132198","39.1259100037186","69.9474057236416","56.368965196401","68.7892850163564","75.2359487498992","79.5339171539796","74.8832369378622","62.7952543120532","60.4102550051147","56.7763136832133","","","","","","",
"Botswana","BWA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.3711032492715","12.1168020575228","12.5321505732804","12.4450599461028","12.0423976352474","10.972076070214","11.1567555492122","","","","","","","","","","","","","","21.6304453274079","19.8577762242056","18.7150978815176","","","",
"Central African Republic","CAF","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.2924618570242","51.8874426981933","52.1085850587693","48.8438602800039","","",
"Central Europe and the Baltics","CEB","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.8929475875377","12.4201036584606","12.4301222162364","12.3393372038497","16.4842436812323","","","","","","","","","","39.6802931743904","40.6381461261685","40.7531983371921","41.594536712932","49.6760357686644","","",
"Switzerland","CHE","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.7577139546078","14.5031772762966","17.8187084509048","18.9640343250791","20.3281099577809","21.7024877945298","23.3322201651862","25.6326079643508","23.4816235241832","23.564288949971","22.7158307628917","32.7869378235899","31.964380187303","36.2674307688466","38.2580157341078","33.707064070497","28.6027143946314","26.2041636757298","24.4153424351065","23.7283069358035","24.1914956028948","","","","",
"Channel Islands","CHI","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"China","CHN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cote d'Ivoire","CIV","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","171.065447368969","","","","","","","","","","","","","","","","","","","","",
"Cameroon","CMR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.6686948009612","48.8665341962956","58.646137344434","62.0099992893703","131.441710220622","127.254371657715","","","97.4988586088011","91.6629364938047","","","","","","","","","","","","","","","","",
"Congo, Rep.","COG","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","283.745258874215","","","","0.213918150999114","","","","","","","","","","","","",
"Colombia","COL","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.40391553558507","19.0653505130053","17.7090216321065","","","52.5354205952832","","","","","64.764938539743","68.5788424549152","72.337792613229","62.7718109499856","65.4503129801084","58.645251186299","","",
"Comoros","COM","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Costa Rica","CRI","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.679380855519","29.674736698731","39.0147860720243","36.1906856613552","36.2496188733895","38.3101578646515","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120.424327805645","88.8039076821268","78.9907864733437","73.1976320924804","81.0447960458505","82.8598799469763","82.0913541389628","89.528191047408","98.9506755887724","118.700277616924","127.772906418086","127.43317792005","122.008120312016","121.002431726919","67.2490913836692","64.4592214881538","120.417261931344","","","","","","","",
"Cuba","CUB","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.6187424927989","96.3842339715702","95.833986753712","100.330440026021","91.668314524885","","","","","","","","","","","","","","","","93.8386209052748","104.199881560487","119.56091125134","145.848708588913","","",
"Czech Republic","CZE","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.0032484073289","14.240818470208","12.3343554108404","10.2240290584579","9.79808130912077","9.79395469122141","10.9085951816922","12.6453766495408","14.2120413832556","14.80785782279","17.5304328951939","19.2633909590994","21.0736924688119","22.6634248906015","23.1247352758572","24.4160528133815","29.5898824705934","33.5564519984187","36.3602458082277","40.8234899746883","","","",
"Germany","DEU","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.010082821577","","","","","","","","","","","","","","","","","","","","53.8479725277707","53.3842374737341","55.2278518690605","52.3337185641055","","",
"Djibouti","DJI","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.2515251779473","66.7256138944607","78.3665164003824","75.2699962848461","","","","","","","","","","","","","","","","43.0315197684484","49.9151850874112","49.3711360584193","46.5686630516547","","",
"Dominican Republic","DOM","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.0872024540559","17.9504775786657","","16.7403598513202","","","","","","","","","","","","","","","","",
"Algeria","DZA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.8616825279407","99.5659071347439","85.8360741140779","75.0533797131607","74.6804052171456","80.4982338762725","62.0678041006682","56.9632290898486","47.3337901896608","","","","","","","","","","","","","",
"East Asia & Pacific (developing only)","EAP","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.0846010332006","42.8838601185375","49.5272516169651","39.0705850615186","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (all income levels)","EAS","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (developing only)","ECA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (all income levels)","ECS","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.8107963655799","47.0589419830634","50.918218822781","63.2000140637741","","",
"Ecuador","ECU","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Egypt, Arab Rep.","EGY","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.7885338345865","","","","","","","","",
"Euro area","EMU","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.0029928785422","21.5188675917402","","","","","","","","","","","67.4531740309336","70.9531814621629","84.4171259508679","88.5245669280178","","",
"Eritrea","ERI","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.22800390997","35.2608890680251","37.0848614104403","46.826005463672","48.2356505098531","55.3985415605536","61.0846090985098","60.6768830099083","61.0415825630548","55.9459969551552","53.4387642676983","49.1755854576229","47.542865576921","42.8489095883864","40.9465758547515","37.9585126677742","33.7246779841544","29.7212172578453","33.8680021207536","46.080567654402","53.6144907129436","61.8320218457735","83.4509462112741","96.4723345683963","","",
"Estonia","EST","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.628433348390664","0.565510766853117","0.536487183838853","0.263660454293338","0.350529613446249","","","","","","","","","","","0.519205856014691","0.387819032042257","0.625414512373377","0.62997921547115","","",
"Ethiopia","ETH","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.3529569208809","50.8858787649859","44.3811735667036","73.2874344892619","92.5041549448277","82.6296763565148","72.1500093626094","69.4216870598482","77.9616791099719","85.5546979166054","","","","","","","","","","","","","","","","",
"European Union","EUU","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.7312316203571","57.6081296597538","61.8821120081487","83.4110019234184","","",
"Fragile and conflict affected situations","FCS","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.4697491000989","17.003106570686","34.0788073728374","51.6006721836078","58.2352166402256","","","","","","","","","","","","","","","","46.8107963655799","47.8912373202485","52.4653015871427","53.6881667924417","","",
"Fiji","FJI","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.8418217433888","33.6867480345741","36.5528455284553","36.6378536147283","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.2784835082245","79.483451529755","88.9239643514465","88.5245669280178","","",
"Faroe Islands","FRO","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Kingdom","GBR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.2033697602461","29.1948970063244","30.3997506535549","35.3135489390082","40.4800904524447","47.6141945840766","47.2607666403587","48.1161017349415","49.3908550339779","45.5096676682731","45.1961325257307","40.7097714856062","41.0116437829318","41.0679584620827","44.3675305630516","46.3146901740656","45.8053366168546","46.7170105079052","57.3825826926481","71.4236213053946","84.1947660888639","97.506607059056","101.950921593814","98.2639835522543","","",
"Georgia","GEO","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.4057478905204","56.9044515955438","71.9371804721435","69.938113606046","66.6691828995276","64.9581962294659","53.8060493692922","43.8362208108595","40.923495728943","27.9581002971939","22.68712594988","27.0177714560862","34.6113643945291","36.7997202690969","32.4597615412752","32.5306981139254","","","",
"Ghana","GHA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea-Bissau","GNB","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
